Date,PRECP,TMAX,TMIN,TMEAN,DISCH (CUM),SEDM
15-Jul-06,0.06,36.23,21.14,28.685,1466.812,12800
16-Jul-06,0,37.22,21.52,29.37,1599.901,17500
17-Jul-06,0.11,38.08,22.52,30.3,1679.188,18600
18-Jul-06,0.56,38.27,25.3,31.785,1410.178,16400
19-Jul-06,6.02,36.79,24.62,30.705,1404.515,17300
20-Jul-06,0.33,40.1,24.3,32.2,1588.574,20600
21-Jul-06,8.16,31.56,18.66,25.11,1710.337,24200
22-Jul-06,0.04,29.69,17.11,23.4,1568.752,24600
23-Jul-06,0,31.87,17.94,24.905,1461.149,18300
24-Jul-06,0,34.09,18.42,26.255,1551.762,18500
25-Jul-06,0,36.77,20.09,28.43,1653.703,17400
26-Jul-06,2.61,36.44,22.51,29.475,1551.762,19800
27-Jul-06,1.65,30.74,24.18,27.46,1650.871,21800
28-Jul-06,0.29,36.71,22.41,29.56,1775.465,23400
29-Jul-06,5.29,37.23,23.75,30.49,1608.396,18800
30-Jul-06,0.26,38.12,25.24,31.68,1472.475,16800
31-Jul-06,0.02,39.73,24.8,32.265,1565.921,17900
1-Aug-06,0,39.3,25.56,32.43,1656.535,18300
2-Aug-06,0.67,39.49,25.67,32.58,1381.861,17400
3-Aug-06,0.15,33.86,23.71,28.785,1503.624,18400
4-Aug-06,0,33.2,20.62,26.91,1296.911,13800
5-Aug-06,0,35.3,18.3,26.8,1523.446,16600
6-Aug-06,0.05,38.91,21.29,30.1,1730.158,17400
7-Aug-06,5.2,32.69,25.3,28.995,1407.347,15900
8-Aug-06,8.93,30.23,23.83,27.03,1427.168,17200
9-Aug-06,1.44,36.23,23.16,29.695,1690.515,21400
10-Aug-06,9.54,35.36,24.08,29.72,1846.257,23400
11-Aug-06,0.06,32.24,21.86,27.05,1619.723,18300
12-Aug-06,0,32.61,19.33,25.97,1509.287,14000
13-Aug-06,0.38,34.67,18.55,26.61,1410.178,14000
14-Aug-06,9.33,29.23,20.41,24.82,1345.05,16700
15-Aug-06,0,32.4,15.62,24.01,1333.723,15800
16-Aug-06,0,32.55,18.44,25.495,1359.208,12200
17-Aug-06,0.02,36.08,18.29,27.185,1475.307,11200
18-Aug-06,11.6,34.51,23.5,29.005,1430,11500
19-Aug-06,8.85,31.43,22.89,27.16,1438.495,11200
20-Aug-06,1.46,29.72,20.77,25.245,1540.436,11600
21-Aug-06,0.02,30.92,18.4,24.66,1597.069,11600
22-Aug-06,0,32.21,18.73,25.47,1302.574,9440
23-Aug-06,0,33.71,18.4,26.055,1305.406,10100
24-Aug-06,0,34.28,17.98,26.13,1248.772,10400
25-Aug-06,13.24,27.73,19.65,23.69,1319.564,11700
26-Aug-06,9.14,31.08,22.37,26.725,1404.515,12600
27-Aug-06,6.09,29.69,22.22,25.955,1415.842,11700
28-Aug-06,3.14,29.73,20.64,25.185,1631.05,12700
29-Aug-06,0.24,24.55,16.85,20.7,1959.525,16200
30-Aug-06,0.15,25.58,14.94,20.26,1602.733,12400
31-Aug-06,0.09,28.55,15.7,22.125,1673.525,12200
1-Sep-06,0.04,28.46,17.62,23.04,1800.951,12400
2-Sep-06,0,27.54,15.5,21.52,1512.119,9920
3-Sep-06,0.56,29.44,15.29,22.365,1520.614,9830
4-Sep-06,2.66,28.27,17.65,22.96,1438.495,10300
5-Sep-06,1.1,25.44,14.3,19.87,1390.356,10100
6-Sep-06,0.01,29.94,13.34,21.64,1367.703,7790
7-Sep-06,0.08,30.17,16.27,23.22,1285.584,8210
8-Sep-06,0,31.35,15.89,23.62,1209.129,7740
9-Sep-06,0,31.8,16.99,24.395,1039.228,6980
10-Sep-06,0.56,31.12,15.87,23.495,1240.277,9270
11-Sep-06,26.26,26.23,19.48,22.855,1526.277,13800
12-Sep-06,5.03,23.57,15.04,19.305,1509.287,13300
13-Sep-06,0.01,24.15,12.69,18.42,858,8140
14-Sep-06,0,26.56,10.87,18.715,1087.366,10100
15-Sep-06,0.04,28.26,12.64,20.45,1554.594,14100
16-Sep-06,0,32.52,14.44,23.48,1999.168,17700
17-Sep-06,16.92,29.51,16.35,22.93,2030.317,17500
18-Sep-06,3.14,24.83,11.68,18.255,1659.366,13600
19-Sep-06,0,19.35,8.08,13.715,1424.337,11500
20-Sep-06,0,19.67,5.08,12.375,1483.802,15200
21-Sep-06,0.14,22.26,10.32,16.29,1721.663,16700
22-Sep-06,4.58,28.4,13.35,20.875,1616.891,14000
23-Sep-06,1.34,24.38,13.92,19.15,1461.149,12100
24-Sep-06,0.07,21.08,10.53,15.805,940.119,8230
25-Sep-06,0,24.3,7.36,15.83,1336.554,11300
26-Sep-06,0,26.87,10.39,18.63,1486.634,15400
27-Sep-06,0.3,24.6,12.51,18.555,1311.069,14500
28-Sep-06,0.4,17.37,9.12,13.245,1463.98,16200
29-Sep-06,0.19,17.51,6.5,12.005,1506.455,16700
30-Sep-06,0.06,23.88,10.78,17.33,1625.386,17700
1-Oct-06,0.01,30.59,10.94,20.765,1441.327,8720
2-Oct-06,0,32.44,16.58,24.51,1463.98,14900
3-Oct-06,0,34.34,19.87,27.105,1557.426,14400
4-Oct-06,0.2,30.26,15.16,22.71,1373.366,6550
5-Oct-06,0.09,22.86,10.22,16.54,1279.921,7240
6-Oct-06,0,20.96,6.14,13.55,1461.149,7460
7-Oct-06,0,23.41,5.24,14.325,1393.188,5640
8-Oct-06,0,25.07,6.76,15.915,1231.782,5140
9-Oct-06,0,25.94,10.8,18.37,1302.574,5270
10-Oct-06,4.03,18.48,11.04,14.76,1274.257,5570
11-Oct-06,4.19,16.48,1.93,9.205,1299.743,5750
12-Oct-06,0,10.86,0.03,5.445,1291.248,5780
13-Oct-06,0,14.02,-1.17,6.425,1129.842,4610
14-Oct-06,0,15.26,-1.35,6.955,1345.05,5650
15-Oct-06,0.41,15.87,3.33,9.6,1625.386,6510
16-Oct-06,32.3,11.89,9.8,10.845,1724.495,6340
17-Oct-06,0.19,21.69,8.53,15.11,1509.287,5320
18-Oct-06,0.72,21.09,7.2,14.145,1268.594,4970
19-Oct-06,0.19,10.35,2.33,6.34,1095.861,4100
20-Oct-06,0.01,18.08,-0.5,8.79,1427.168,5870
21-Oct-06,4.95,19.23,4.65,11.94,1696.178,7030
22-Oct-06,0.05,9.26,0.33,4.795,1466.812,6630
23-Oct-06,0,8.63,-3.01,2.81,1373.366,7470
24-Oct-06,0,10.72,-3.22,3.75,1463.98,7580
25-Oct-06,7.75,7.56,2.8,5.18,1676.356,8660
26-Oct-06,6.01,15.33,6.19,10.76,2135.089,11400
27-Oct-06,14.54,10.03,3.55,6.79,1512.119,7220
28-Oct-06,0,15.6,1.51,8.555,1333.723,5590
29-Oct-06,0.01,21.01,4.51,12.76,1302.574,4960
30-Oct-06,0.2,20.26,8.91,14.585,1478.139,5340
31-Oct-06,0.39,15.63,0.99,8.31,1257.267,3930
1-Nov-06,0.23,8.01,-1.78,3.115,1152.495,3750
2-Nov-06,0,8.78,-5.03,1.875,1398.852,5140
3-Nov-06,0,13.21,-3.91,4.65,1503.624,5000
4-Nov-06,0.29,11.73,3.69,7.71,1506.455,4330
5-Nov-06,0.28,16.01,5.76,10.885,1486.634,3020
6-Nov-06,3.41,12.04,7.7,9.87,1381.861,3550
7-Nov-06,0.92,15.59,6,10.795,1240.277,3390
8-Nov-06,0.01,21.6,5.83,13.715,1155.327,2840
9-Nov-06,0.01,24,9.34,16.67,1257.267,2940
10-Nov-06,9.27,21.06,2.83,11.945,1401.683,3270
11-Nov-06,0.45,7.03,-2.37,2.33,1438.495,4110
12-Nov-06,0,10.87,-4.06,3.405,1418.673,4850
13-Nov-06,2.17,10.83,2.15,6.49,1435.663,5450
14-Nov-06,3.1,10.17,4.8,7.485,1427.168,5520
15-Nov-06,18.19,7.19,4.44,5.815,1384.693,6220
16-Nov-06,3.42,8.62,-2.26,3.18,1659.366,9520
17-Nov-06,0,9.83,-3,3.415,1514.951,8680
18-Nov-06,0,6.39,-0.79,2.8,1560.257,7840
19-Nov-06,0,7.33,-2.82,2.255,1469.644,6580
20-Nov-06,0,8.97,-4.75,2.11,1614.059,7310
21-Nov-06,0,12.61,-2.81,4.9,1362.04,6230
22-Nov-06,0.01,15.39,-1.19,7.1,1364.871,6040
23-Nov-06,0,16.84,0.4,8.62,1384.693,6650
24-Nov-06,0,19.83,2.36,11.095,1432.832,7300
25-Nov-06,0.04,20.83,8.05,14.44,1529.109,7060
26-Nov-06,0,18.99,7.38,13.185,1625.386,5760
27-Nov-06,0.12,17.55,11.82,14.685,1676.356,6310
28-Nov-06,0.26,19.5,11.9,15.7,1313.901,5510
29-Nov-06,10.89,21.65,4.67,13.16,908.97,4770
30-Nov-06,56.28,3.3,-6.46,-1.58,1509.287,8590
1-Dec-06,14.78,-4.91,-14.31,-9.61,1393.188,7870
2-Dec-06,0.02,-0.2,-14.85,-7.525,1135.505,5990
3-Dec-06,0.01,-6.94,-18.85,-12.895,1367.703,9160
4-Dec-06,0,-0.33,-19.62,-9.975,1914.218,21800
5-Dec-06,0.04,0.2,-14.19,-6.995,2333.307,36800
6-Dec-06,0.18,0.52,-3.78,-1.63,2205.881,44400
7-Dec-06,0.05,-1.04,-21.6,-11.32,2024.653,55400
8-Dec-06,0,-6.17,-23.17,-14.67,2095.446,69300
9-Dec-06,0,0.69,-11.25,-5.28,1795.287,47300
10-Dec-06,0.42,1.53,-6.72,-2.595,2084.119,51300
11-Dec-06,1.31,5.75,0.96,3.355,2174.733,38600
12-Dec-06,0.77,12.6,1.43,7.015,2211.545,57300
13-Dec-06,0,14.1,1.68,7.89,2418.257,54100
14-Dec-06,0,14.37,4.47,9.42,2378.614,43500
15-Dec-06,0,11.15,2.29,6.72,2559.842,40600
16-Dec-06,0,18.65,3.53,11.09,2641.96,42600
17-Dec-06,0.25,13.98,6.13,10.055,2692.931,43700
18-Dec-06,0.02,7.75,0.94,4.345,2678.772,43700
19-Dec-06,0,5.3,-3.61,0.845,2656.119,43600
20-Dec-06,13.55,5.82,1.02,3.42,2664.614,36700
21-Dec-06,6.16,15.09,4.65,9.87,2692.931,26100
22-Dec-06,0.21,9.36,1.73,5.545,2684.436,24300
23-Dec-06,0,8.82,-0.74,4.04,2763.723,22800
24-Dec-06,0,6.81,-2.28,2.265,2814.693,28000
25-Dec-06,0.26,5.44,-1.64,1.9,2973.267,32000
26-Dec-06,0,5.26,-3.85,0.705,2973.267,32800
27-Dec-06,0.01,10.22,-3.06,3.58,2944.951,36600
28-Dec-06,0.01,13.02,-0.06,6.48,3029.901,45100
29-Dec-06,0.01,14.42,4.86,9.64,3029.901,59800
30-Dec-06,4.2,11.38,6.77,9.075,3058.218,45200
31-Dec-06,9.35,13.08,0.72,6.9,3029.901,43800
1-Jan-07,0.02,6.57,-3.04,1.765,2944.951,43800
2-Jan-07,0,8.37,-3.62,2.375,3001.584,45700
3-Jan-07,0,9.55,-3.06,3.245,3058.218,48000
4-Jan-07,9.55,8.01,2.05,5.03,3199.802,51600
5-Jan-07,0.41,10.55,5.52,8.035,3256.436,53700
6-Jan-07,0.05,8.56,0.63,4.595,3341.386,53300
7-Jan-07,1.6,7.8,-0.82,3.49,3454.654,48800
8-Jan-07,0.09,7.41,-4.62,1.395,3511.287,51600
9-Jan-07,0.08,4.15,-4.19,-0.02,3426.337,58200
10-Jan-07,0,7.35,-4.85,1.25,3596.238,47800
11-Jan-07,0.02,10.54,0.34,5.44,3596.238,68500
12-Jan-07,18.84,10.69,-2.45,4.12,3426.337,72500
13-Jan-07,11.11,0.07,-4.23,-2.08,3313.069,92500
14-Jan-07,22.39,0.98,-0.26,0.36,3228.119,107000
15-Jan-07,1.01,0.26,-10.31,-5.025,3284.753,113000
16-Jan-07,0.51,-7.55,-16.13,-11.84,3284.753,103000
17-Jan-07,0.13,-3.42,-15.75,-9.585,2944.951,94600
18-Jan-07,0.01,0.45,-6.71,-3.13,2480.554,65100
19-Jan-07,0,1.01,-11.89,-5.44,2183.228,41500
20-Jan-07,5.61,0.01,-9.22,-4.605,2338.97,34700
21-Jan-07,3.78,1.01,-2.82,-0.905,2409.762,30300
22-Jan-07,0.08,-0.25,-6.6,-3.425,2129.426,15200
23-Jan-07,0.22,0.76,-9.29,-4.265,2118.099,20000
24-Jan-07,0.01,1.1,-6.27,-2.585,2222.871,30700
25-Jan-07,0,-0.23,-8,-4.115,2421.089,27900
26-Jan-07,0.02,7.2,-6.62,0.29,2466.396,18200
27-Jan-07,0.02,2.41,-6.77,-2.18,2132.257,12200
28-Jan-07,0,-7.51,-11.93,-9.72,1914.218,8950
29-Jan-07,0.03,2.96,-11.92,-4.48,1747.149,10400
30-Jan-07,0.02,-6.42,-13.03,-9.725,1999.168,12100
31-Jan-07,0.75,-3.64,-14.03,-8.835,2132.257,17800
1-Feb-07,0.29,0.14,-5.53,-2.695,1970.852,13400
2-Feb-07,0.1,-5.18,-12.63,-8.905,1860.416,9030
3-Feb-07,0,-8.11,-14.53,-11.32,2242.693,9090
4-Feb-07,0,-4.81,-16.94,-10.875,2497.545,9770
5-Feb-07,0.12,-9.89,-17.15,-13.52,2146.416,8340
6-Feb-07,0.14,2.55,-13.47,-5.46,2177.564,8400
7-Feb-07,0,-6.26,-13.08,-9.67,2016.158,7730
8-Feb-07,0,-3.31,-13.17,-8.24,2047.307,7800
9-Feb-07,0,-2.05,-10.04,-6.045,1931.208,7240
10-Feb-07,0,-1.77,-12.29,-7.03,1735.822,6390
11-Feb-07,0,5.49,-8.26,-1.385,1435.663,5220
12-Feb-07,8.92,5.51,-1.27,2.12,1472.475,5440
13-Feb-07,15.54,-0.47,-8.3,-4.385,1543.267,5780
14-Feb-07,0,-5.17,-15.95,-10.56,1177.98,4490
15-Feb-07,0.03,-9.88,-18.46,-14.17,1101.525,4270
16-Feb-07,0.83,-2.79,-21.46,-12.125,1364.871,5420
17-Feb-07,0.46,-2.36,-11.66,-7.01,1274.257,5350
18-Feb-07,0.03,1.24,-12.92,-5.84,1291.248,5580
19-Feb-07,0.05,8.99,-3.99,2.5,1577.248,7200
20-Feb-07,0.02,10.72,0.04,5.38,1829.267,9590
21-Feb-07,0,13.65,-0.64,6.505,2007.663,12000
22-Feb-07,0,10.18,-1.7,4.24,2169.069,13000
23-Feb-07,0,9.47,-3.01,3.23,2605.149,54800
24-Feb-07,26.56,8.1,-0.21,3.945,2831.683,142000
25-Feb-07,1.86,5.82,-2.44,1.69,3539.604,186000
26-Feb-07,0,6.46,-3.4,1.53,4587.327,227000
27-Feb-07,0.01,8.35,-3.55,2.4,4530.693,197000
28-Feb-07,2.48,11.41,-2.05,4.68,3992.673,189000
1-Mar-07,8.96,16.47,0.44,8.455,2081.287,135000
2-Mar-07,0.02,6.87,-1.39,2.74,4304.158,249000
3-Mar-07,0.08,-0.81,-5.19,-3,5833.267,280000
4-Mar-07,0,5.55,-6.63,-0.54,4955.446,239000
5-Mar-07,0,13.52,-3.19,5.165,3171.485,144000
6-Mar-07,0,6.36,-4.48,0.94,3086.535,96900
7-Mar-07,0,7.88,-3.5,2.19,2973.267,94000
8-Mar-07,0,10.89,-4.22,3.335,2944.951,81400
9-Mar-07,4.71,19.44,0.46,9.95,3709.505,75100
10-Mar-07,0.03,16.4,1.33,8.865,3737.822,72700
11-Mar-07,0,15.62,0.33,7.975,3737.822,69600
12-Mar-07,0.14,21.77,2.56,12.165,3794.455,63700
13-Mar-07,0.23,24.19,9.32,16.755,4898.812,70400
14-Mar-07,5.29,23.02,8.21,15.615,4587.327,77800
15-Mar-07,1.42,10.9,3.15,7.025,4983.762,104000
16-Mar-07,0,8.03,-2.52,2.755,5493.465,114000
17-Mar-07,0.61,4.3,-2.26,1.02,5635.05,113000
18-Mar-07,0.05,10.73,-3.56,3.585,5804.951,87400
19-Mar-07,2.51,20.03,3.58,11.805,5918.218,68300
20-Mar-07,4.37,13.48,2.48,7.98,6116.436,72100
21-Mar-07,1.77,23.82,9.63,16.725,6342.97,92600
22-Mar-07,7.29,19.84,16.47,18.155,6484.555,150000
23-Mar-07,5.63,22.4,14.56,18.48,6569.505,144000
24-Mar-07,0.07,25.35,13.64,19.495,6654.456,122000
25-Mar-07,0,25.84,13.76,19.8,6739.406,133000
26-Mar-07,0.87,24.96,15.54,20.25,6880.99,168000
27-Mar-07,1.4,24.84,13.18,19.01,6965.941,165000
28-Mar-07,0.37,23.9,15.15,19.525,7050.891,148000
29-Mar-07,2.84,23.3,15.74,19.52,7107.525,154000
30-Mar-07,15.23,19.92,14.96,17.44,7164.158,139000
31-Mar-07,9.26,22.65,10.02,16.335,7249.109,138000
1-Apr-07,0,19.7,8.51,14.105,7249.109,132000
2-Apr-07,0,26.29,6.67,16.48,7249.109,135000
3-Apr-07,13.38,23.97,2.03,13,7277.426,139000
4-Apr-07,0,6.3,-2.81,1.745,7419.01,145000
5-Apr-07,0.01,7.35,-4.74,1.305,7532.277,151000
6-Apr-07,0,0.96,-3.11,-1.075,7560.594,152000
7-Apr-07,0,3.15,-6.56,-1.705,7503.96,160000
8-Apr-07,0,7.86,-4.84,1.51,7419.01,187000
9-Apr-07,0,10.57,-2.78,3.895,7390.693,189000
10-Apr-07,12.35,13.12,-0.53,6.295,7390.693,126000
11-Apr-07,5.96,13.65,3.19,8.42,7390.693,146000
12-Apr-07,0.03,8.7,0.57,4.635,7390.693,153000
13-Apr-07,5.85,11.72,0.36,6.04,7419.01,153000
14-Apr-07,11.45,7.93,0.1,4.015,7475.644,136000
15-Apr-07,0.06,14.49,-1.99,6.25,7560.594,130000
16-Apr-07,0,20.75,2.4,11.575,7617.228,128000
17-Apr-07,0.03,22.73,6.64,14.685,7532.277,125000
18-Apr-07,0,17.54,6.27,11.905,7419.01,117000
19-Apr-07,0,16.89,4.16,10.525,7277.426,114000
20-Apr-07,0,20.78,4.82,12.8,7050.891,127000
21-Apr-07,0.01,24.7,7.6,16.15,6796.04,121000
22-Apr-07,0.18,25.95,9.94,17.945,6569.505,107000
23-Apr-07,0.01,24.54,13.93,19.235,6342.97,106000
24-Apr-07,4.45,25.62,11.83,18.725,6003.168,101000
25-Apr-07,13.28,21.87,14.02,17.945,5097.03,91700
26-Apr-07,3.24,19.23,9.69,14.46,4672.277,79200
27-Apr-07,0.18,20.66,7.21,13.935,5946.535,137000
28-Apr-07,0.01,23.6,9.2,16.4,6569.505,205000
29-Apr-07,0,27.98,9.89,18.935,6880.99,213000
30-Apr-07,0,29.05,12.94,20.995,7079.208,209000
1-May-07,9.5,24.73,17.96,21.345,7107.525,191000
2-May-07,14.15,22.46,17.15,19.805,7107.525,142000
3-May-07,7.47,21.08,16.65,18.865,7079.208,123000
4-May-07,9.74,23.02,15.67,19.345,7050.891,130000
5-May-07,0.15,26.05,14.68,20.365,6965.941,136000
6-May-07,0.35,23.37,15.83,19.6,6880.99,143000
7-May-07,0.06,29.29,13.09,21.19,6682.772,148000
8-May-07,1.69,26.48,17.14,21.81,6569.505,152000
9-May-07,0.59,27.15,15.62,21.385,6852.673,151000
10-May-07,6.87,26.92,18.33,22.625,6654.456,158000
11-May-07,1.46,26.33,18.01,22.17,6173.069,158000
12-May-07,0,26.76,14.82,20.79,5691.683,133000
13-May-07,0,25.48,11.51,18.495,5465.149,96800
14-May-07,0.01,28.98,13.4,21.19,5323.564,89900
15-May-07,9.44,25.71,11.81,18.76,5210.297,84200
16-May-07,0,21.24,9.34,15.29,5068.713,78400
17-May-07,0,17.95,7.78,12.865,4672.277,69000
18-May-07,0,20.48,6.14,13.31,4105.941,59000
19-May-07,0,23.84,7.07,15.455,4049.307,60300
20-May-07,0,26.27,9.02,17.645,3851.089,56100
21-May-07,0,26.38,11.07,18.725,3596.238,43600
22-May-07,0.21,26.61,14.84,20.725,3228.119,34600
23-May-07,0,28.27,17.83,23.05,3001.584,31300
24-May-07,0.69,27.97,17.39,22.68,2545.683,25800
25-May-07,7.91,24.17,14.82,19.495,2432.416,24000
26-May-07,11.79,25.65,18.48,22.065,2338.97,22900
27-May-07,4.88,25.99,17.75,21.87,2330.475,24700
28-May-07,0.85,27.51,16.62,22.065,2582.495,28800
29-May-07,0.13,29.1,18.23,23.665,2973.267,30000
30-May-07,2.96,25.9,19.48,22.69,3001.584,35600
31-May-07,5.66,25.76,18.83,22.295,3228.119,39800
1-Jun-07,6.56,27.48,17.57,22.525,3256.436,38300
2-Jun-07,5.49,24.19,17.55,20.87,4020.99,52500
3-Jun-07,1.25,23.76,15.27,19.515,3907.723,51300
4-Jun-07,1.8,25.22,14.86,20.04,4587.327,61500
5-Jun-07,0,24.62,13.69,19.155,4785.545,67600
6-Jun-07,0,29.9,11.33,20.615,4247.525,57400
7-Jun-07,1.24,31.01,20.65,25.83,3964.356,62700
8-Jun-07,1.34,24.63,14.22,19.425,3936.04,51200
9-Jun-07,0.01,26.43,11.3,18.865,3681.188,35400
10-Jun-07,3.84,22.48,15.51,18.995,3709.505,31200
11-Jun-07,0.18,26.91,17.22,22.065,3482.97,26100
12-Jun-07,0,30.22,17.55,23.885,3652.871,26500
13-Jun-07,0,30.45,16.11,23.28,3228.119,21700
14-Jun-07,0,31.96,19.16,25.56,2752.396,14800
15-Jun-07,0,33.08,22.01,27.545,2290.832,12600
16-Jun-07,0.02,33.19,19.72,26.455,2729.743,14200
17-Jun-07,0,33.34,20.46,26.9,2186.059,11000
18-Jun-07,4.88,27.94,21.11,24.525,1973.683,8730
19-Jun-07,0.43,30.58,19.48,25.03,2007.663,8820
20-Jun-07,0,29.96,16.32,23.14,2205.881,8270
21-Jun-07,0.71,32.12,18.76,25.44,2415.426,8700
22-Jun-07,1.6,32.9,21.61,27.255,2220.04,9000
23-Jun-07,10.15,27.59,21.46,24.525,2613.644,12000
24-Jun-07,4.56,29.26,19.43,24.345,3511.287,19700
25-Jun-07,2.64,31.94,19.7,25.82,3766.139,24400
26-Jun-07,4.2,32.01,21.9,26.955,3398.02,25800
27-Jun-07,15.37,30.99,22.38,26.685,3454.654,29900
28-Jun-07,22.91,26.47,21.15,23.81,3284.753,28100
29-Jun-07,3.53,20.97,16.98,18.975,3029.901,24200
30-Jun-07,0.79,23.15,15.81,19.48,2860,22300
1-Jul-07,0.22,25.07,17.16,21.115,2517.366,19700
2-Jul-07,0,27.63,14.9,21.265,2392.772,11600
3-Jul-07,0,29.67,14.36,22.015,2109.604,7950
4-Jul-07,4.53,29.11,21.35,25.23,2205.881,8460
5-Jul-07,1.93,32.08,21.35,26.715,2256.852,9180
6-Jul-07,0,32.3,20.07,26.185,2460.733,10300
7-Jul-07,0.01,33.51,20.14,26.825,2644.792,11900
8-Jul-07,0,33.56,19.69,26.625,2534.356,12000
9-Jul-07,5.18,31.98,21.76,26.87,2353.129,10700
10-Jul-07,5.55,28.84,21.69,25.265,2092.614,7070
11-Jul-07,0,28.09,17.1,22.595,1806.614,4540
12-Jul-07,0.76,30.36,16.19,23.275,1948.198,5200
13-Jul-07,0.01,30.01,18.15,24.08,2041.644,5890
14-Jul-07,0.63,32.89,18.23,25.56,1713.168,5040
15-Jul-07,0.58,32.62,20.32,26.47,1628.218,5000
16-Jul-07,0.09,34.46,18.05,26.255,1636.713,4920
17-Jul-07,4.85,32.61,23.16,27.885,1480.97,4150
18-Jul-07,0.01,35.31,22.38,28.845,1299.743,4230
19-Jul-07,12.31,31.32,22.4,26.86,1659.366,5440
20-Jul-07,0.18,28.17,16.2,22.185,2398.436,8370
21-Jul-07,0.04,28.55,13.62,21.085,2409.762,8610
22-Jul-07,0,27.45,15.08,21.265,2203.05,8170
23-Jul-07,0,29.18,15.86,22.52,1772.634,6400
24-Jul-07,0,30.98,16.2,23.59,1625.386,6510
25-Jul-07,0,32.58,16.92,24.75,1455.485,5120
26-Jul-07,0.05,34.63,18.69,26.66,1265.762,3940
27-Jul-07,4.43,33.59,22.2,27.895,1169.485,3260
28-Jul-07,0.11,33.69,21.44,27.565,1398.852,4150
29-Jul-07,0.25,30.63,21.44,26.035,1226.119,3370
30-Jul-07,0,33.07,17.58,25.325,1430,3430
31-Jul-07,0,34.05,18.23,26.14,1177.98,3090
1-Aug-07,0,35.23,19.01,27.12,1350.713,3510
2-Aug-07,0.01,36.38,21.1,28.74,1050.554,2490
3-Aug-07,4.99,34.42,24.03,29.225,971.267,2390
4-Aug-07,1.69,33.91,22.48,28.195,1016.574,2660
5-Aug-07,0.01,37.08,24.12,30.6,1016.574,2560
6-Aug-07,1.34,36.64,25.38,31.01,727.743,1700
7-Aug-07,0.85,39.02,25.48,32.25,753.228,1940
8-Aug-07,0.16,38.26,26.34,32.3,1203.465,2640
9-Aug-07,0,36.65,24.25,30.45,1441.327,4240
10-Aug-07,0,37.44,22.06,29.75,1497.96,5200
11-Aug-07,0,38.32,21.27,29.795,1993.505,6330
12-Aug-07,8.28,38.93,22.85,30.89,1786.792,5970
13-Aug-07,1.11,35.67,24.51,30.09,1582.911,6230
14-Aug-07,0,40.33,22.48,31.405,1084.535,4510
15-Aug-07,0.16,41.26,25.45,33.355,1265.762,4430
16-Aug-07,6.95,36.01,24.96,30.485,1237.446,3670
17-Aug-07,0.21,34.01,22.62,28.315,1514.951,4630
18-Aug-07,0.57,34.34,21.12,27.73,1333.723,4770
19-Aug-07,3.68,30.82,23.79,27.305,1330.891,4640
20-Aug-07,5.5,32.44,23.39,27.915,1163.822,2730
21-Aug-07,0.86,33.44,24.78,29.11,1993.505,6350
22-Aug-07,0.26,35.91,24.34,30.125,2483.386,19000
23-Aug-07,0.35,36.15,24.15,30.15,2789.208,43800
24-Aug-07,9.31,33.43,22.71,28.07,3199.802,53100
25-Aug-07,2.55,30.8,19.46,25.13,4247.525,89100
26-Aug-07,0,32,16.05,24.025,5946.535,163000
27-Aug-07,0,35.89,17.33,26.61,6456.238,247000
28-Aug-07,0,37.97,20.76,29.365,6767.723,229000
29-Aug-07,0.99,36.88,21.33,29.105,6937.624,202000
30-Aug-07,0.12,32.06,19.36,25.71,7050.891,164000
31-Aug-07,0,30.8,15.17,22.985,7022.574,163000
1-Sep-07,0,31.66,14.61,23.135,6965.941,162000
2-Sep-07,0,34.05,13.94,23.995,6824.357,155000
3-Sep-07,0,36.2,17.99,27.095,6626.139,142000
4-Sep-07,0.96,33.77,20.34,27.055,6371.287,155000
5-Sep-07,7.82,29.35,21.93,25.64,6003.168,152000
6-Sep-07,9.87,29.19,21.08,25.135,5408.515,100000
7-Sep-07,11.71,29.17,22.31,25.74,4332.475,58200
8-Sep-07,8.78,26.62,18.81,22.715,3482.97,45200
9-Sep-07,0.03,31.35,17.55,24.45,3737.822,49100
10-Sep-07,1.62,31.68,15.12,23.4,3766.139,51500
11-Sep-07,0.01,26.8,11.53,19.165,3596.238,48700
12-Sep-07,0,24.76,8.23,16.495,3511.287,44000
13-Sep-07,0,30.15,10.58,20.365,3511.287,35400
14-Sep-07,0,22.98,10.07,16.525,3313.069,40000
15-Sep-07,0.01,19.76,5.59,12.675,3228.119,36900
16-Sep-07,0.03,26.12,11.79,18.955,2916.634,21800
17-Sep-07,0,32.46,15.95,24.205,2752.396,12500
18-Sep-07,0,33.54,17.56,25.55,2692.931,12000
19-Sep-07,0.4,31.85,19.26,25.555,2590.99,11000
20-Sep-07,0.21,33.07,20.39,26.73,2551.347,10200
21-Sep-07,0,33.28,17.61,25.445,2489.05,9720
22-Sep-07,0,31.09,19.59,25.34,2540.02,10400
23-Sep-07,0,34.18,17.73,25.955,2497.545,9630
24-Sep-07,0.04,32.82,21.42,27.12,2452.238,7620
25-Sep-07,7.75,28.69,18.45,23.57,2432.416,8450
26-Sep-07,1.35,24.8,15.66,20.23,2350.297,10700
27-Sep-07,0.2,28.48,12.43,20.455,2432.416,12500
28-Sep-07,0.02,29.1,13.42,21.26,2472.059,11600
29-Sep-07,0,29.42,12.9,21.16,2443.743,10900
