Date ,PRECTOTCORR,T2M_MAX,T2M_MIN
26-Aug-1996,1.85,32.5,19.79
27-Aug-1996,0.08,31.81,18.46
28-Aug-1996,0.05,31.81,17.36
29-Aug-1996,0.03,31.39,17.76
30-Aug-1996,0,30.16,15.38
31-Aug-1996,0.06,31.57,18.66
1-Sep-1996,0.17,32.28,17.26
2-Sep-1996,0,31.93,17.21
3-Sep-1996,0.23,31.94,18.35
4-Sep-1996,0,33.07,18.62
5-Sep-1996,0.14,32.77,18.62
6-Sep-1996,3.66,30.8,18.62
7-Sep-1996,1.96,31.49,20.14
8-Sep-1996,3.29,30.1,19.66
9-Sep-1996,0.06,29.79,17.94
10-Sep-1996,0,31.35,16.19
11-Sep-1996,0.23,32.86,16.64
12-Sep-1996,0.23,23.65,13.03
13-Sep-1996,0.04,23.37,9.88
14-Sep-1996,0,23.51,6.8
15-Sep-1996,4.34,18.87,9.33
16-Sep-1996,8.06,22.48,11.5
17-Sep-1996,0,25.46,8.87
18-Sep-1996,0,24.55,9.49
19-Sep-1996,0.01,23.76,9.77
20-Sep-1996,0.84,25.6,14.01
21-Sep-1996,0.02,27.07,13.02
22-Sep-1996,0.03,30.08,10.15
23-Sep-1996,23.5,18.69,13.87
24-Sep-1996,3.66,22.88,11.76
25-Sep-1996,5.12,22.06,7.93
26-Sep-1996,19.23,22.81,11.86
27-Sep-1996,2.69,16.32,8.33
28-Sep-1996,0.05,20.4,5.68
29-Sep-1996,0.04,24.45,6.23
30-Sep-1996,1.24,25.23,8.96
1-Oct-1996,0,25.38,8.73
2-Oct-1996,0,25.05,9.85
3-Oct-1996,0,17.9,5.52
4-Oct-1996,0,20.52,4.04
5-Oct-1996,0,25.54,6.08
6-Oct-1996,0.69,25.35,11.14
7-Oct-1996,2.55,23.9,10.97
8-Oct-1996,1.03,17.3,6.46
9-Oct-1996,2.36,20.01,5.24
10-Oct-1996,0.05,15.74,5.12
11-Oct-1996,0,18.42,2.82
12-Oct-1996,0,25.58,7.74
13-Oct-1996,0.01,28.61,11.29
14-Oct-1996,0,29.23,13.16
15-Oct-1996,0,26.6,10.79
16-Oct-1996,2.85,26.29,14.84
17-Oct-1996,8.55,25.72,8.23
18-Oct-1996,0.01,15.53,4.07
19-Oct-1996,0.01,17.88,3.57
20-Oct-1996,0.89,21.9,5.35
21-Oct-1996,14.84,19.56,10.72
22-Oct-1996,17.73,19.44,3.81
23-Oct-1996,1.27,11.27,3.35
24-Oct-1996,0,20.35,3.05
25-Oct-1996,0.11,20.23,5.51
26-Oct-1996,0.85,23.08,11.34
27-Oct-1996,3.02,23.84,11.25
28-Oct-1996,0.17,16.65,8.05
29-Oct-1996,2.24,23.47,11.13
30-Oct-1996,0,13.78,2.23
31-Oct-1996,0.16,11.35,-1.24
1-Nov-1996,0.03,9.15,-2
2-Nov-1996,0.01,4.88,-5.2
3-Nov-1996,0,11.66,-4.06
4-Nov-1996,1.56,15.12,0.98
5-Nov-1996,5.41,18.63,4.26
6-Nov-1996,21.27,18.75,9.89
7-Nov-1996,30.31,9.43,1.14
8-Nov-1996,0.12,7.75,-0.59
9-Nov-1996,0.01,3.79,-2.81
10-Nov-1996,0.01,2.75,-4.82
11-Nov-1996,0.01,2.76,-5.28
12-Nov-1996,0.01,2.59,-4.34
13-Nov-1996,0.2,2.9,-4.2
14-Nov-1996,0.13,3.4,-4.67
15-Nov-1996,0.34,11.51,-1.43
16-Nov-1996,2.19,12.36,5.7
17-Nov-1996,8.58,11.06,-0.07
18-Nov-1996,0.42,9.16,-1.03
19-Nov-1996,0.06,8.15,-2.09
20-Nov-1996,0.36,10.64,-1.4
21-Nov-1996,1.6,7.52,-2.12
22-Nov-1996,0.44,7.69,-3.8
23-Nov-1996,1.86,6.94,-1.86
24-Nov-1996,22.5,4.98,-0.82
25-Nov-1996,8.96,0.35,-6.64
26-Nov-1996,0,-1.12,-13.01
27-Nov-1996,0.1,-0.74,-10.88
28-Nov-1996,2.4,1.69,-7.75
29-Nov-1996,7.67,4.55,-5.49
30-Nov-1996,4.47,9.31,1.96
1-Dec-1996,0.47,4.87,-2.78
2-Dec-1996,0.36,9.82,-2.64
3-Dec-1996,0.44,4.69,-3.66
4-Dec-1996,1.83,6,-4.6
5-Dec-1996,3.46,3.9,-2.92
6-Dec-1996,0.04,7.58,-1.63
7-Dec-1996,0,10.8,-0.81
8-Dec-1996,0,3.9,-5.2
9-Dec-1996,0,5.29,-5.43
10-Dec-1996,0.07,14.79,-0.27
11-Dec-1996,0.37,10.51,5.42
12-Dec-1996,0.35,8.03,-0.35
13-Dec-1996,0.03,10.19,-0.99
14-Dec-1996,0.14,10.34,4.15
15-Dec-1996,1.86,8.05,-2.74
16-Dec-1996,0.09,4.48,-3.02
17-Dec-1996,0.13,-2.25,-5.85
18-Dec-1996,0.1,-6.08,-10.29
19-Dec-1996,0.03,-9.14,-12.67
20-Dec-1996,0,-1.34,-13.1
21-Dec-1996,0.04,5.71,-5.34
22-Dec-1996,1.72,6.98,1.08
23-Dec-1996,8.85,15.89,-5.89
24-Dec-1996,0.02,-4.1,-9.44
25-Dec-1996,0,-2.12,-11.92
26-Dec-1996,0.59,3.56,-4.36
27-Dec-1996,0.15,4.06,-5.23
28-Dec-1996,0.07,4.9,0.76
29-Dec-1996,0,4.53,-3.52
30-Dec-1996,0.01,8.38,-4.09
31-Dec-1996,0.02,3.91,-0.82
1-Jan-1997,0.02,14.32,1.07
2-Jan-1997,0.01,19.23,7.94
3-Jan-1997,0.1,19.18,6.23
4-Jan-1997,0.47,19.12,5.21
5-Jan-1997,0,3.37,-3.47
6-Jan-1997,0,-0.9,-7.17
7-Jan-1997,0,0.77,-6.86
8-Jan-1997,4.39,-0.22,-5.36
9-Jan-1997,4.91,-1.17,-8.14
10-Jan-1997,0.08,-9.17,-15.88
11-Jan-1997,0.07,-12.41,-16.1
12-Jan-1997,0,-10.89,-18.97
13-Jan-1997,0.03,-8.35,-18.3
14-Jan-1997,0.16,-6.18,-14.88
15-Jan-1997,10.13,-1.09,-8.99
16-Jan-1997,0.04,-7.06,-19.87
17-Jan-1997,0.05,-6.13,-23.04
18-Jan-1997,0.08,-8.03,-21.65
19-Jan-1997,0.54,1.74,-8.79
20-Jan-1997,0,7.58,-2.28
21-Jan-1997,1.6,8.51,-0.63
22-Jan-1997,3.45,10.23,-4.01
23-Jan-1997,0.94,-1.39,-5.98
24-Jan-1997,9.09,1.11,-6.03
25-Jan-1997,0,-6.05,-12.16
26-Jan-1997,11.91,-1.49,-12.06
27-Jan-1997,14.15,-0.74,-15.75
28-Jan-1997,0.01,-12.82,-25.04
29-Jan-1997,0.04,-4.19,-21.77
30-Jan-1997,0.32,-0.44,-14.61
31-Jan-1997,0.61,3.9,-0.89
1-Feb-1997,0.08,5.71,-0.94
2-Feb-1997,1.05,8.31,-1.31
3-Feb-1997,3.51,2.33,-3.13
4-Feb-1997,3,3.91,-2.43
5-Feb-1997,0.03,3.87,-3.13
6-Feb-1997,0.02,1.95,-3.1
7-Feb-1997,0.88,3.15,-2.95
8-Feb-1997,0.03,2.65,-3.34
9-Feb-1997,0.18,3.21,-3.09
10-Feb-1997,0.02,3.12,-2.84
11-Feb-1997,0.02,2.26,-3.31
12-Feb-1997,0.02,1.63,-4.54
13-Feb-1997,0.07,-0.07,-5.92
14-Feb-1997,0.03,7.08,-7.39
15-Feb-1997,0.4,4.76,-7.09
16-Feb-1997,0.12,4.71,-2.81
17-Feb-1997,0,12.25,-3.3
18-Feb-1997,0.02,15.03,2.99
19-Feb-1997,2.86,11.62,1.39
20-Feb-1997,22.67,15.59,1.37
21-Feb-1997,11.22,15.89,0.66
22-Feb-1997,0.02,6.9,-3.58
23-Feb-1997,0.05,7.65,-2.56
24-Feb-1997,0.15,7.12,-4.42
25-Feb-1997,0,9.5,-4.64
26-Feb-1997,46.37,7.96,1.24
27-Feb-1997,0.76,8.19,-0.85
28-Feb-1997,3.67,15.01,-1.02
1-Mar-1997,3.51,19.76,2.73
2-Mar-1997,0.03,9,-3.41
3-Mar-1997,0.16,11.45,-3.02
4-Mar-1997,0.44,13.99,1.19
5-Mar-1997,0.24,6.08,-3.71
6-Mar-1997,0,7.62,-4.04
7-Mar-1997,0.07,15.28,-3.38
8-Mar-1997,0.01,15.33,0.26
9-Mar-1997,16.07,15,0.34
10-Mar-1997,0,15.34,-1.81
11-Mar-1997,0,15.82,3.02
12-Mar-1997,0.35,14.94,-0.1
13-Mar-1997,22.19,11.41,4.39
14-Mar-1997,0.43,7.59,-5.43
15-Mar-1997,0.03,-0.81,-6.78
16-Mar-1997,0,8.67,-4.27
17-Mar-1997,0.4,15.71,2.58
18-Mar-1997,5.75,12.33,2.76
19-Mar-1997,0.01,13.05,-2.04
20-Mar-1997,0,18.96,1.94
21-Mar-1997,0,26.19,6.93
22-Mar-1997,0.01,13.72,3.35
23-Mar-1997,0.37,15.58,1.48
24-Mar-1997,1.03,17.02,1.64
25-Mar-1997,7.4,13.8,1.4
26-Mar-1997,0,17.63,-1.83
27-Mar-1997,0.84,20.94,2.89
28-Mar-1997,1.9,22.03,7.13
29-Mar-1997,0.01,15.44,5.08
30-Mar-1997,3.78,13.55,4.11
31-Mar-1997,0,15.3,-1.56
1-Apr-1997,0.02,16.62,1.44
2-Apr-1997,0.01,20.15,4.01
3-Apr-1997,0.58,24.76,7.39
4-Apr-1997,10.91,16.87,10.93
5-Apr-1997,5.22,21.94,13.12
6-Apr-1997,0.72,12.82,-0.04
7-Apr-1997,0.08,10.42,-3.24
8-Apr-1997,0.23,7.01,-3.72
9-Apr-1997,0.04,8.82,-6.13
10-Apr-1997,6.87,8.19,-0.39
11-Apr-1997,6.38,18.05,2.09
12-Apr-1997,0.17,7.14,0.29
13-Apr-1997,0,11.05,-2.25
14-Apr-1997,0,14.58,-1.18
15-Apr-1997,0.19,19.76,0.45
16-Apr-1997,1,13.87,0.34
17-Apr-1997,0.01,13.19,-2.49
18-Apr-1997,6.13,19.52,0.61
19-Apr-1997,2.73,18.5,7.1
20-Apr-1997,15.27,16.78,5.91
21-Apr-1997,1.21,15.8,6.62
22-Apr-1997,0.09,16.47,6.26
23-Apr-1997,0.09,14.5,3.26
24-Apr-1997,0.16,14.83,6.35
25-Apr-1997,0,18.44,3.48
26-Apr-1997,0.11,16.63,6.93
27-Apr-1997,2.03,16.43,6.29
28-Apr-1997,0.02,19.44,4.28
29-Apr-1997,0,22.05,7.33
30-Apr-1997,1.27,24.77,6.01
1-May-1997,2.14,18.69,4.45
2-May-1997,7.07,20.05,9.08
3-May-1997,2.16,15.33,6.58
4-May-1997,0,19.88,4.71
5-May-1997,0.51,23.26,9.19
6-May-1997,0.21,22.55,6.94
7-May-1997,1.63,24.75,8.75
8-May-1997,7.44,23.03,11.71
9-May-1997,0,18.3,7.29
10-May-1997,0,21.39,4.24
11-May-1997,0.93,24.77,6.77
12-May-1997,0.82,17.98,8.33
13-May-1997,0.65,17.83,6.3
14-May-1997,0.1,19.37,7.33
15-May-1997,0.11,15.58,4.74
16-May-1997,0.07,21.82,4.52
17-May-1997,2.87,28.71,13.39
18-May-1997,3.33,29.22,17.78
19-May-1997,8.74,20.38,9.65
20-May-1997,0,20.35,6.24
21-May-1997,0.11,20.19,6.05
22-May-1997,0,20.87,5.88
23-May-1997,0.03,25.01,7.86
24-May-1997,7.07,25.93,13.96
25-May-1997,21.43,26.72,16.58
26-May-1997,4.21,21.07,11.15
27-May-1997,3.66,19.53,10.17
28-May-1997,2.69,22.94,12.21
29-May-1997,0.96,21.77,10.82
30-May-1997,18.67,18.98,12.55
31-May-1997,0.24,23.58,10.69
1-Jun-1997,1.01,22.33,10.72
2-Jun-1997,0.71,24.66,13.18
3-Jun-1997,0.11,24.49,12.54
4-Jun-1997,0.02,21.42,13.44
5-Jun-1997,1.29,24.36,13.08
6-Jun-1997,4.51,24.95,13.54
7-Jun-1997,3.67,24.71,13.45
8-Jun-1997,2.26,21.82,13.7
9-Jun-1997,0.03,22.74,12.72
10-Jun-1997,0.13,24.44,14.01
11-Jun-1997,1.68,26.57,15.86
12-Jun-1997,5.36,26.17,16.89
13-Jun-1997,16.9,26.44,18.44
14-Jun-1997,0.24,26.66,16.3
15-Jun-1997,3.06,28.04,15.09
16-Jun-1997,4.29,27.57,20
17-Jun-1997,5.15,27.37,17.37
18-Jun-1997,0.02,29.76,16.07
19-Jun-1997,0.03,31.96,17.74
20-Jun-1997,0.33,31.9,20.7
21-Jun-1997,10.95,28.87,22.58
22-Jun-1997,2.24,30.19,22.23
23-Jun-1997,0.05,32.86,21.54
24-Jun-1997,1.42,32.73,21.61
25-Jun-1997,7.01,31.75,22.16
26-Jun-1997,0.24,30.26,19.8
27-Jun-1997,1.32,28.9,16.96
28-Jun-1997,2.19,29.51,20.84
29-Jun-1997,1.9,29.01,21.09
30-Jun-1997,2.37,31.19,21.44
1-Jul-1997,0,33.3,21.03
2-Jul-1997,0.27,33.35,19.85
3-Jul-1997,1.47,30.65,16.54
4-Jul-1997,2.37,24.37,14.12
5-Jul-1997,0,27.11,11.96
6-Jul-1997,1.43,28.01,15.37
7-Jul-1997,0.33,32.16,16.75
8-Jul-1997,3.14,32.15,18.73
9-Jul-1997,0.07,31.8,18.44
10-Jul-1997,0,30.46,15.62
11-Jul-1997,0.03,32.07,17.38
12-Jul-1997,0.03,31.27,21.06
13-Jul-1997,0.13,34.69,22.3
14-Jul-1997,0.34,34.27,20.88
15-Jul-1997,0,34.51,18.28
16-Jul-1997,0,34.77,19.44
17-Jul-1997,0,37.51,17.76
18-Jul-1997,1.54,36.16,21.49
19-Jul-1997,5.56,37.26,22.58
20-Jul-1997,1.82,35.79,23.58
21-Jul-1997,7.37,33.36,24.43
22-Jul-1997,1.91,34.3,23.62
23-Jul-1997,0.02,34.05,21.59
24-Jul-1997,0.01,35.08,20.9
25-Jul-1997,0.02,39.69,23
26-Jul-1997,0.24,40.28,25.27
27-Jul-1997,2.32,39.08,24.56
28-Jul-1997,2.14,34.59,23.93
29-Jul-1997,0.17,31.62,18.29
30-Jul-1997,0.01,30.17,16.5
31-Jul-1997,0.08,31.73,14.37
1-Aug-1997,0,34.3,16.26
2-Aug-1997,0.13,35.37,20.63
3-Aug-1997,0.88,36.94,21.93
4-Aug-1997,2,35.04,22.51
5-Aug-1997,0.04,28.87,16.48
6-Aug-1997,0,27.57,14.16
7-Aug-1997,0,30.09,13.25
8-Aug-1997,2.75,31.19,15.44
9-Aug-1997,2.81,30.73,19.81
10-Aug-1997,1.09,33.94,19.19
11-Aug-1997,7.07,33.27,21.61
12-Aug-1997,8.1,32.62,22.7
13-Aug-1997,1.17,29.1,20.78
14-Aug-1997,11.12,31.6,17.84
15-Aug-1997,11.53,34.22,22.36
16-Aug-1997,9.69,34.99,23.99
17-Aug-1997,7.04,29.07,20.77
18-Aug-1997,0.9,29.21,17.76
19-Aug-1997,29.51,24.84,17.23
20-Aug-1997,1.06,27.49,15.37
21-Aug-1997,0.1,25.54,14.13
22-Aug-1997,0.05,26.79,13.33
23-Aug-1997,0.24,27.77,13.4
24-Aug-1997,0.26,31.76,14.78
25-Aug-1997,1.74,29.61,18.71
26-Aug-1997,1.91,34.41,21.26
27-Aug-1997,0,33.51,20.15
28-Aug-1997,0.07,34.93,20.38
29-Aug-1997,2.72,32.73,19.69
30-Aug-1997,5.77,31.9,19.8
31-Aug-1997,1.8,33.79,21.03
1-Sep-1997,1.25,33.6,19.81
2-Sep-1997,4.8,33.09,20.77
3-Sep-1997,0.29,24.44,13.08
4-Sep-1997,0.08,24.48,8.96
5-Sep-1997,0,28.23,9.05
6-Sep-1997,0.03,31.78,12.03
7-Sep-1997,0.91,32.98,18.15
8-Sep-1997,8.08,28.97,19.22
9-Sep-1997,0.77,28.01,16.21
10-Sep-1997,0.01,26.01,13.37
11-Sep-1997,0,25.65,11.28
12-Sep-1997,0,28.2,10.8
13-Sep-1997,0.13,26.23,14.14
14-Sep-1997,0,31.3,15.99
15-Sep-1997,0.2,32.53,19.75
16-Sep-1997,5.74,33.78,18.78
17-Sep-1997,18.82,29.27,17.12
18-Sep-1997,0.01,31.4,14.73
19-Sep-1997,0.98,34.37,21.9
20-Sep-1997,0.49,23.09,12.91
21-Sep-1997,0,23.06,10.39
22-Sep-1997,0.34,23.76,10.73
23-Sep-1997,12.62,16.76,13.27
24-Sep-1997,0.54,24.39,10.7
25-Sep-1997,0,27.55,9.12
26-Sep-1997,0,27.82,12.26
27-Sep-1997,0,27.56,11.54
28-Sep-1997,0.06,24.91,13.15
29-Sep-1997,0,29.14,10.55
30-Sep-1997,0,25.8,11.81
1-Oct-1997,0,25.01,10.11
2-Oct-1997,0,30.23,11.26
3-Oct-1997,0,33.9,15.13
4-Oct-1997,0.09,31.85,17.62
5-Oct-1997,0,31.22,15.48
6-Oct-1997,0.08,31.09,13.65
7-Oct-1997,0.04,31.66,15.93
8-Oct-1997,2.55,29.79,18.89
9-Oct-1997,4.59,27.48,13.34
10-Oct-1997,0.02,26.94,10.6
11-Oct-1997,0.35,29.4,14.65
12-Oct-1997,5.49,27.97,18.83
13-Oct-1997,8.68,20.77,6.8
14-Oct-1997,0,17.16,4.41
15-Oct-1997,0.03,17.93,2.52
16-Oct-1997,0.03,17.7,5.76
17-Oct-1997,0.01,16.68,2.66
18-Oct-1997,0.02,16.88,2.94
19-Oct-1997,0.07,22.22,2.54
20-Oct-1997,0.02,17.08,3.58
21-Oct-1997,0.04,14.66,1.26
22-Oct-1997,0.02,12.37,-0.46
23-Oct-1997,0.43,16.69,3.24
24-Oct-1997,20.09,14.8,6.58
25-Oct-1997,6.32,15.56,6.36
26-Oct-1997,8.29,10.23,1.72
27-Oct-1997,0.05,9.12,-0.79
28-Oct-1997,0,16.51,-2.61
29-Oct-1997,0.03,17.44,3.59
30-Oct-1997,0.06,19.14,4.1
31-Oct-1997,1.19,22.94,12.63
1-Nov-1997,2.29,15.82,7.65
2-Nov-1997,1.38,11.36,2.49
3-Nov-1997,0.45,5.05,-1.08
4-Nov-1997,4.51,9.62,-2.32
5-Nov-1997,29.14,8.37,2.05
6-Nov-1997,4.24,12.34,3.98
7-Nov-1997,0.12,10.82,2.11
8-Nov-1997,0.01,11.62,-0.27
9-Nov-1997,0.23,9.65,1.18
10-Nov-1997,0.85,7.05,-2.19
11-Nov-1997,0,5.72,-5.2
12-Nov-1997,0.55,3.12,-3.45
13-Nov-1997,3.54,1.3,-3.05
14-Nov-1997,0.41,5.57,-4.5
15-Nov-1997,0.07,2.58,-4.47
16-Nov-1997,0,0.03,-6.81
17-Nov-1997,0,6.39,-5.77
18-Nov-1997,0.1,9.36,-2.75
19-Nov-1997,0.19,10.58,-1.07
20-Nov-1997,1.15,10.83,1.19
21-Nov-1997,0.65,7.56,0.75
22-Nov-1997,0,10.39,-1.78
23-Nov-1997,0.01,8,-4.62
24-Nov-1997,0.02,9.98,-3.46
25-Nov-1997,0.01,17.62,2.62
26-Nov-1997,0.1,13.39,3.54
27-Nov-1997,2.15,11.11,0.9
28-Nov-1997,3.41,19.48,9.98
29-Nov-1997,16.28,15.65,11.46
30-Nov-1997,8.95,11.11,0.12
1-Dec-1997,0.02,7.49,0.3
2-Dec-1997,0.17,9.28,-0.47
3-Dec-1997,5.17,6.48,-0.18
4-Dec-1997,1.84,3.31,-3.75
5-Dec-1997,0.19,-1.77,-6.1
6-Dec-1997,0.01,0.89,-4.62
7-Dec-1997,0.1,3.65,-3.51
8-Dec-1997,4.35,0.81,-3.2
9-Dec-1997,6.81,2.57,-3.45
10-Dec-1997,1.05,2.11,-2.71
11-Dec-1997,1.09,2.78,-2.73
12-Dec-1997,0.07,1.45,-5.52
13-Dec-1997,0,3.74,-5.92
14-Dec-1997,0.06,4.08,-3.63
15-Dec-1997,0,9.55,-3.08
16-Dec-1997,0,10.27,-1.82
17-Dec-1997,0.01,7.3,-1.84
18-Dec-1997,0,13.56,-1.4
19-Dec-1997,0,13.95,0.72
20-Dec-1997,0.61,4.24,-3.92
21-Dec-1997,8.2,2.44,-3.02
22-Dec-1997,2.42,3.87,-0.57
23-Dec-1997,0.27,5.65,-2
24-Dec-1997,16.26,1.76,-1.72
25-Dec-1997,0.16,2.24,-4.98
26-Dec-1997,0.06,3.51,-4.98
27-Dec-1997,0.14,1.38,-6.75
28-Dec-1997,0.59,2.4,-5.88
29-Dec-1997,1.83,-0.55,-5.17
30-Dec-1997,2.34,2.26,-6.99
31-Dec-1997,0,-2.26,-8.17
1-Jan-1998,0.01,6.1,-6.29
2-Jan-1998,0.13,11.93,3.58
3-Jan-1998,3.12,17.51,10.12
4-Jan-1998,11.94,14.06,6.78
5-Jan-1998,6.47,11.44,4.97
6-Jan-1998,8.68,9.17,4.83
7-Jan-1998,9.44,4.8,0.93
8-Jan-1998,20.31,0.79,-3.67
9-Jan-1998,0.17,1.4,-8.46
10-Jan-1998,0,-3.45,-13.81
11-Jan-1998,0.71,0.5,-8.55
12-Jan-1998,0.22,0.6,-6.28
13-Jan-1998,0,-6.1,-15.76
14-Jan-1998,5.58,0.13,-11.92
15-Jan-1998,0.03,-4.43,-13.18
16-Jan-1998,1.35,-3.96,-10.88
17-Jan-1998,0.2,0.91,-9.35
18-Jan-1998,0.37,-2.76,-11.06
19-Jan-1998,0.03,-1.17,-10.1
20-Jan-1998,0.21,2.14,-8.82
21-Jan-1998,0.64,2.5,-3.35
22-Jan-1998,0.85,2.05,-3.95
23-Jan-1998,0.23,1.42,-4.21
24-Jan-1998,0.8,-1.48,-7.29
25-Jan-1998,0.03,6.85,-7.2
26-Jan-1998,0.32,4.4,-0.64
27-Jan-1998,0.04,9.83,-0.66
28-Jan-1998,0,14.19,-1.01
29-Jan-1998,0.01,9.41,-1.4
30-Jan-1998,0.08,9.23,-2.35
31-Jan-1998,0.01,12.13,-3.12
1-Feb-1998,0.64,11.92,-0.86
2-Feb-1998,0,8.3,-3.87
3-Feb-1998,0,8.05,-3.56
4-Feb-1998,0.03,3.02,-2.18
5-Feb-1998,0.12,2.16,-2.36
6-Feb-1998,0,3.83,-2.31
7-Feb-1998,0,8.57,-2.58
8-Feb-1998,0,7.66,-2.46
9-Feb-1998,0.53,11.44,-3.47
10-Feb-1998,4.21,11.34,2.2
11-Feb-1998,28.2,8.37,1.24
12-Feb-1998,0.08,6.2,-1.47
13-Feb-1998,0.31,6.83,-3.58
14-Feb-1998,0,9.75,-2.88
15-Feb-1998,1.27,8.6,-1.38
16-Feb-1998,14.17,8.06,2.55
17-Feb-1998,10.32,9.59,3.69
18-Feb-1998,1.67,6.97,3.19
19-Feb-1998,0.98,7.88,2.27
20-Feb-1998,0.11,7.88,0.86
21-Feb-1998,0.04,10.4,-0.68
22-Feb-1998,0.02,11.51,0.29
23-Feb-1998,0.04,14.05,1.1
24-Feb-1998,0.05,16.58,4.33
25-Feb-1998,0.29,18.31,4.35
26-Feb-1998,25.88,14.5,8.27
27-Feb-1998,1.5,11.83,1.51
28-Feb-1998,1.11,8.34,-1.97
1-Mar-1998,0.08,2.63,-2.99
2-Mar-1998,1,2.5,-3.25
3-Mar-1998,0.45,3.62,-2.68
4-Mar-1998,0.76,6.69,-3.52
5-Mar-1998,0.83,5.13,-4.06
6-Mar-1998,0.02,9.9,-3.02
7-Mar-1998,4.93,8.02,2.34
8-Mar-1998,22.68,13.13,1.06
9-Mar-1998,7.73,0.83,-10.67
10-Mar-1998,0,-2.17,-12.57
11-Mar-1998,0.8,-6.71,-13.38
12-Mar-1998,0.01,-0.79,-15.66
13-Mar-1998,0.07,9.87,-5.46
14-Mar-1998,0.43,3.73,-5.57
15-Mar-1998,1.55,6.23,-4.95
16-Mar-1998,8.81,7,-1.14
17-Mar-1998,18.57,15.98,1.65
18-Mar-1998,4.15,11.34,3.51
19-Mar-1998,14.1,6.49,0.55
20-Mar-1998,13.93,1.57,-2.02
21-Mar-1998,0,8.22,-6.25
22-Mar-1998,0.01,9.8,-4.17
23-Mar-1998,0.02,8.89,-0.02
24-Mar-1998,0.05,10.97,-2.66
25-Mar-1998,0.04,21.55,5.79
26-Mar-1998,0.94,23.6,13.88
27-Mar-1998,14.16,21.66,15.68
28-Mar-1998,3.66,21.33,13.76
29-Mar-1998,0.85,25.44,14.13
30-Mar-1998,4.02,25.51,16.41
31-Mar-1998,8.82,19.83,7.55
1-Apr-1998,0.4,12.23,3.8
2-Apr-1998,0,16.57,0.87
3-Apr-1998,17.02,8.7,2.73
4-Apr-1998,0.1,12.43,2.12
5-Apr-1998,0,15.69,1.15
6-Apr-1998,0.17,21.27,4.48
7-Apr-1998,3.03,22.65,10.58
8-Apr-1998,0.23,18.09,6.93
9-Apr-1998,1.17,9.37,5.46
10-Apr-1998,0,16.45,3.13
11-Apr-1998,0.01,20.65,3.94
12-Apr-1998,1.12,21.83,7.23
13-Apr-1998,17.04,20.3,9.87
14-Apr-1998,0.21,22.01,8.55
15-Apr-1998,24.39,24.03,12.29
16-Apr-1998,0.75,12.1,4.15
17-Apr-1998,0,14.98,2.19
18-Apr-1998,0,14.45,3.2
19-Apr-1998,0,17.42,2.19
20-Apr-1998,0.8,17.99,5.11
21-Apr-1998,0.98,13.65,3.53
22-Apr-1998,1.29,15.25,5.43
23-Apr-1998,0.22,20.69,6.26
24-Apr-1998,0,23.48,7.04
25-Apr-1998,2.74,24.74,12.08
26-Apr-1998,0.21,23.51,13.8
27-Apr-1998,4.94,13.5,7.48
28-Apr-1998,24.32,12.42,7.08
29-Apr-1998,3.15,21.76,8.06
30-Apr-1998,3.58,14.28,8.76
1-May-1998,7.92,18.29,7.12
2-May-1998,3.15,22.56,9.99
3-May-1998,0.51,18.68,8.37
4-May-1998,0.25,21.67,9.4
5-May-1998,0.5,26,9.68
6-May-1998,11.44,23.16,14.5
7-May-1998,3.04,21.32,14.41
8-May-1998,0.2,22.94,12.77
9-May-1998,0.74,22.59,13.3
10-May-1998,0.16,24.05,11.32
11-May-1998,0.02,24.92,11.46
12-May-1998,5.27,27.76,14.39
13-May-1998,0.54,28.34,17.08
14-May-1998,0.1,29.36,17.06
15-May-1998,1.41,28.51,17.85
16-May-1998,0,27.62,13.22
17-May-1998,0.06,28.84,15.66
18-May-1998,0.05,29.32,13.75
19-May-1998,0.93,30.59,18.85
20-May-1998,4.27,30.05,21.07
21-May-1998,14.42,27.04,19.24
22-May-1998,14.2,27.05,19.59
23-May-1998,5.2,29.06,20.43
24-May-1998,6.22,26.16,16.55
25-May-1998,3.72,22.34,15.62
26-May-1998,1.93,23.14,15.49
27-May-1998,0.35,27.41,15.82
28-May-1998,0.24,30.23,16.2
29-May-1998,0.13,29.75,17.23
30-May-1998,0.42,29.13,20.18
31-May-1998,0.44,29.88,18.9
1-Jun-1998,0,26.05,13.01
2-Jun-1998,0.17,29.67,18.3
3-Jun-1998,5.99,22.91,12.75
4-Jun-1998,28.37,17.5,11.87
5-Jun-1998,13.3,17.33,12.27
6-Jun-1998,0.12,19.93,11.21
7-Jun-1998,5.04,23.98,9.68
8-Jun-1998,24.57,19.11,13.8
9-Jun-1998,1.46,28.19,16.1
10-Jun-1998,6.2,28.29,15.93
11-Jun-1998,18.49,28.7,21.81
12-Jun-1998,3.1,30.51,19.4
13-Jun-1998,0,26.98,16.42
14-Jun-1998,22.59,29.3,18.37
15-Jun-1998,5.25,23.87,16.8
16-Jun-1998,1.61,25.47,16.08
17-Jun-1998,0.54,29.85,15.57
18-Jun-1998,9.08,30.65,22.76
19-Jun-1998,0.7,31.02,20.24
20-Jun-1998,17.41,27.64,21.96
21-Jun-1998,8.33,29.82,21.5
22-Jun-1998,6.16,28.94,22.37
23-Jun-1998,0.66,30.19,19.68
24-Jun-1998,0.19,32.44,20.98
25-Jun-1998,0.01,32.57,22.2
